ponto_id,rota_id,ordem_ponto,ponto_ts,ativo_id,equipe,latitude,longitude,distancia_acumulada_km,status_rota
ROT-017-P10,ROT-017,10,2026-08-19T09:00:00,ATV-003,Equipe Oeste,-19.9242,-43.8949,22.8,Concluída
ROT-017-P11,ROT-017,11,2026-08-19T09:10:00,ATV-003,Equipe Oeste,-19.9247,-43.8719,25.2,Concluída
ROT-017-P12,ROT-017,12,2026-08-19T09:20:00,ATV-003,Equipe Oeste,-19.9191,-43.8533,27.3,Concluída
ROT-017-P13,ROT-017,13,2026-08-19T09:30:00,ATV-003,Equipe Oeste,-19.9067,-43.84,29.2,Concluída
ROT-017-P14,ROT-017,14,2026-08-19T09:40:00,ATV-003,Equipe Oeste,-19.8878,-43.8315,31.5,Concluída
ROT-017-P15,ROT-017,15,2026-08-19T09:50:00,ATV-003,Equipe Oeste,-19.8636,-43.827,34.2,Concluída
ROT-017-P16,ROT-017,16,2026-08-19T10:00:00,ATV-003,Equipe Oeste,-19.8367,-43.8245,37.2,Concluída
ROT-018-P01,ROT-018,1,2026-08-20T07:30:00,ATV-003,Equipe Leste,-19.8367,-44.0445,0.0,Em andamento
ROT-018-P02,ROT-018,2,2026-08-20T07:40:00,ATV-003,Equipe Leste,-19.8616,-44.0136,4.3,Em andamento
ROT-018-P03,ROT-018,3,2026-08-20T07:50:00,ATV-003,Equipe Leste,-19.884,-43.9854,8.1,Em andamento
ROT-018-P04,ROT-018,4,2026-08-20T08:00:00,ATV-003,Equipe Leste,-19.902,-43.9625,11.2,Em andamento
ROT-018-P05,ROT-018,5,2026-08-20T08:10:00,ATV-003,Equipe Leste,-19.9142,-43.9461,13.4,Em andamento
ROT-018-P06,ROT-018,6,2026-08-20T08:20:00,ATV-003,Equipe Leste,-19.9203,-43.9365,14.6,Em andamento
ROT-018-P07,ROT-018,7,2026-08-20T08:30:00,ATV-003,Equipe Leste,-19.9213,-43.933,15.0,Em andamento
ROT-018-P08,ROT-018,8,2026-08-20T08:40:00,ATV-003,Equipe Leste,-19.9186,-43.9335,15.3,Em andamento
ROT-018-P09,ROT-018,9,2026-08-20T08:50:00,ATV-003,Equipe Leste,-19.9148,-43.9355,15.8,Em andamento
ROT-018-P10,ROT-018,10,2026-08-20T09:00:00,ATV-003,Equipe Leste,-19.9121,-43.936,16.1,Em andamento
ROT-018-P11,ROT-018,11,2026-08-20T09:10:00,ATV-003,Equipe Leste,-19.9131,-43.9325,16.4,Em andamento
ROT-018-P12,ROT-018,12,2026-08-20T09:20:00,ATV-003,Equipe Leste,-19.9192,-43.9229,17.7,Em andamento
ROT-018-P13,ROT-018,13,2026-08-20T09:30:00,ATV-003,Equipe Leste,-19.9314,-43.9065,19.8,Em andamento
ROT-018-P14,ROT-018,14,2026-08-20T09:40:00,ATV-003,Equipe Leste,-19.9494,-43.8836,23.0,Em andamento
ROT-018-P15,ROT-018,15,2026-08-20T09:50:00,ATV-003,Equipe Leste,-19.9718,-43.8554,26.8,Em andamento
ROT-018-P16,ROT-018,16,2026-08-20T10:00:00,ATV-003,Equipe Leste,-19.9967,-43.8245,31.1,Em andamento
ROT-019-P01,ROT-019,1,2026-08-21T07:30:00,ATV-003,Equipe Norte,-19.8467,-43.9745,0.0,Concluída
ROT-019-P02,ROT-019,2,2026-08-21T07:40:00,ATV-003,Equipe Norte,-19.8567,-43.9601,1.9,Concluída
ROT-019-P03,ROT-019,3,2026-08-21T07:50:00,ATV-003,Equipe Norte,-19.8667,-43.9456,3.7,Concluída
ROT-019-P04,ROT-019,4,2026-08-21T08:00:00,ATV-003,Equipe Norte,-19.8767,-43.9312,5.6,Concluída
ROT-019-P05,ROT-019,5,2026-08-21T08:10:00,ATV-003,Equipe Norte,-19.8867,-43.9167,7.5,Concluída
ROT-019-P06,ROT-019,6,2026-08-21T08:20:00,ATV-003,Equipe Norte,-19.8967,-43.9023,9.4,Concluída
ROT-019-P07,ROT-019,7,2026-08-21T08:30:00,ATV-003,Equipe Norte,-19.9067,-43.8878,11.2,Concluída
ROT-019-P08,ROT-019,8,2026-08-21T08:40:00,ATV-003,Equipe Norte,-19.9167,-43.8734,13.1,Concluída
ROT-019-P09,ROT-019,9,2026-08-21T08:50:00,ATV-003,Equipe Norte,-19.9267,-43.8589,15.0,Concluída
ROT-019-P10,ROT-019,10,2026-08-21T09:00:00,ATV-003,Equipe Norte,-19.9367,-43.8445,16.8,Concluída
ROT-019-P11,ROT-019,11,2026-08-21T09:10:00,ATV-003,Equipe Norte,-19.9453,-43.8602,18.7,Concluída
ROT-019-P12,ROT-019,12,2026-08-21T09:20:00,ATV-003,Equipe Norte,-19.9538,-43.8759,20.6,Concluída
ROT-019-P13,ROT-019,13,2026-08-21T09:30:00,ATV-003,Equipe Norte,-19.9624,-43.8916,22.5,Concluída
ROT-019-P14,ROT-019,14,2026-08-21T09:40:00,ATV-003,Equipe Norte,-19.971,-43.9074,24.4,Concluída
ROT-019-P15,ROT-019,15,2026-08-21T09:50:00,ATV-003,Equipe Norte,-19.9796,-43.9231,26.3,Concluída
ROT-019-P16,ROT-019,16,2026-08-21T10:00:00,ATV-003,Equipe Norte,-19.9881,-43.9388,28.2,Concluída
ROT-019-P17,ROT-019,17,2026-08-21T10:10:00,ATV-003,Equipe Norte,-19.9967,-43.9545,30.1,Concluída
ROT-020-P01,ROT-020,1,2026-08-22T07:30:00,ATV-003,Equipe Sul,-19.9867,-43.8845,0.0,Concluída
ROT-020-P02,ROT-020,2,2026-08-22T07:40:00,ATV-003,Equipe Sul,-19.9756,-43.9012,2.1,Concluída
ROT-020-P03,ROT-020,3,2026-08-22T07:50:00,ATV-003,Equipe Sul,-19.9645,-43.9178,4.3,Concluída
ROT-020-P04,ROT-020,4,2026-08-22T08:00:00,ATV-003,Equipe Sul,-19.9534,-43.9345,6.4,Concluída
ROT-020-P05,ROT-020,5,2026-08-22T08:10:00,ATV-003,Equipe Sul,-19.9423,-43.9512,8.5,Concluída
ROT-020-P06,ROT-020,6,2026-08-22T08:20:00,ATV-003,Equipe Sul,-19.9311,-43.9678,10.7,Concluída
ROT-020-P07,ROT-020,7,2026-08-22T08:30:00,ATV-003,Equipe Sul,-19.92,-43.9845,12.8,Concluída
ROT-020-P08,ROT-020,8,2026-08-22T08:40:00,ATV-003,Equipe Sul,-19.9089,-44.0012,14.9,Concluída
ROT-020-P09,ROT-020,9,2026-08-22T08:50:00,ATV-003,Equipe Sul,-19.8978,-44.0178,17.1,Concluída
ROT-020-P10,ROT-020,10,2026-08-22T09:00:00,ATV-003,Equipe Sul,-19.8867,-44.0345,19.2,Concluída
ROT-020-P11,ROT-020,11,2026-08-22T09:10:00,ATV-003,Equipe Sul,-19.8796,-44.0116,21.7,Concluída
ROT-020-P12,ROT-020,12,2026-08-22T09:20:00,ATV-003,Equipe Sul,-19.8724,-43.9888,24.2,Concluída
ROT-020-P13,ROT-020,13,2026-08-22T09:30:00,ATV-003,Equipe Sul,-19.8653,-43.9659,26.7,Concluída
ROT-020-P14,ROT-020,14,2026-08-22T09:40:00,ATV-003,Equipe Sul,-19.8581,-43.9431,29.2,Concluída
ROT-020-P15,ROT-020,15,2026-08-22T09:50:00,ATV-003,Equipe Sul,-19.851,-43.9202,31.8,Concluída
ROT-020-P16,ROT-020,16,2026-08-22T10:00:00,ATV-003,Equipe Sul,-19.8438,-43.8974,34.3,Concluída
ROT-020-P17,ROT-020,17,2026-08-22T10:10:00,ATV-003,Equipe Sul,-19.8367,-43.8745,36.8,Concluída
ROT-021-P01,ROT-021,1,2026-08-23T07:30:00,ATV-003,Equipe Minas,-19.9667,-43.9945,0.0,Concluída
ROT-021-P02,ROT-021,2,2026-08-23T07:40:00,ATV-003,Equipe Minas,-19.9432,-43.9737,3.4,Concluída
ROT-021-P03,ROT-021,3,2026-08-23T07:50:00,ATV-003,Equipe Minas,-19.924,-43.9563,6.2,Concluída
ROT-021-P04,ROT-021,4,2026-08-23T08:00:00,ATV-003,Equipe Minas,-19.912,-43.9447,8.0,Concluída
ROT-021-P05,ROT-021,5,2026-08-23T08:10:00,ATV-003,Equipe Minas,-19.9078,-43.9394,8.7,Concluída
ROT-021-P06,ROT-021,6,2026-08-23T08:20:00,ATV-003,Equipe Minas,-19.9097,-43.9389,8.9,Concluída
ROT-021-P07,ROT-021,7,2026-08-23T08:30:00,ATV-003,Equipe Minas,-19.9137,-43.9401,9.4,Concluída
ROT-021-P08,ROT-021,8,2026-08-23T08:40:00,ATV-003,Equipe Minas,-19.9156,-43.9396,9.6,Concluída
ROT-021-P09,ROT-021,9,2026-08-23T08:50:00,ATV-003,Equipe Minas,-19.9114,-43.9343,10.3,Concluída
ROT-021-P10,ROT-021,10,2026-08-23T09:00:00,ATV-003,Equipe Minas,-19.8994,-43.9227,12.1,Concluída
ROT-021-P11,ROT-021,11,2026-08-23T09:10:00,ATV-003,Equipe Minas,-19.8802,-43.9053,14.9,Concluída
ROT-021-P12,ROT-021,12,2026-08-23T09:20:00,ATV-003,Equipe Minas,-19.8567,-43.8845,18.3,Concluída
ROT-022-P01,ROT-022,1,2026-08-24T07:30:00,ATV-003,Equipe Centro,-19.8667,-44.0045,0.0,Em andamento
ROT-022-P02,ROT-022,2,2026-08-24T07:40:00,ATV-003,Equipe Centro,-19.8875,-43.9792,3.5,Em andamento
ROT-022-P03,ROT-022,3,2026-08-24T07:50:00,ATV-003,Equipe Centro,-19.9049,-43.9581,6.4,Em andamento
ROT-022-P04,ROT-022,4,2026-08-24T08:00:00,ATV-003,Equipe Centro,-19.9165,-43.9443,8.4,Em andamento
ROT-022-P05,ROT-022,5,2026-08-24T08:10:00,ATV-003,Equipe Centro,-19.9218,-43.9383,9.2,Em andamento
ROT-022-P06,ROT-022,6,2026-08-24T08:20:00,ATV-003,Equipe Centro,-19.9223,-43.9384,9.3,Em andamento
ROT-022-P07,ROT-022,7,2026-08-24T08:30:00,ATV-003,Equipe Centro,-19.9211,-43.9406,9.6,Em andamento
ROT-022-P08,ROT-022,8,2026-08-24T08:40:00,ATV-003,Equipe Centro,-19.9216,-43.9407,9.6,Em andamento
ROT-022-P09,ROT-022,9,2026-08-24T08:50:00,ATV-003,Equipe Centro,-19.9269,-43.9347,10.5,Em andamento
ROT-022-P10,ROT-022,10,2026-08-24T09:00:00,ATV-003,Equipe Centro,-19.9385,-43.9209,12.4,Em andamento
ROT-022-P11,ROT-022,11,2026-08-24T09:10:00,ATV-003,Equipe Centro,-19.9559,-43.8998,15.3,Em andamento
ROT-022-P12,ROT-022,12,2026-08-24T09:20:00,ATV-003,Equipe Centro,-19.9767,-43.8745,18.8,Em andamento
