medicao_id,ativo_id,medicao_ts,geracao_mwh,carga_mw,disponibilidade_pct,temperatura_c,qualidade_dado
MED-0657,ATV-001,2026-08-04T10:00:00,91.82,116.77,97.29,27.7,Medido
MED-0658,ATV-002,2026-08-04T10:00:00,43.37,158.69,71.22,25.6,Medido
MED-0659,ATV-003,2026-08-04T10:00:00,166.72,213.08,95.78,27.0,Medido
MED-0660,ATV-004,2026-08-04T10:00:00,28.47,148.98,70.65,29.0,Medido
MED-0661,ATV-005,2026-08-04T10:00:00,182.35,240.79,98.73,28.1,Medido
MED-0662,ATV-006,2026-08-04T10:00:00,81.61,126.79,99.44,26.3,Medido
MED-0663,ATV-007,2026-08-04T10:00:00,208.4,280.98,99.7,23.3,Medido
MED-0664,ATV-008,2026-08-04T10:00:00,17.61,179.45,73.93,23.7,Medido
MED-0665,ATV-001,2026-08-04T11:00:00,102.41,116.77,97.29,29.8,Medido
MED-0666,ATV-002,2026-08-04T11:00:00,41.92,158.69,71.22,27.7,Medido
MED-0667,ATV-003,2026-08-04T11:00:00,167.14,213.08,95.78,29.1,Medido
MED-0668,ATV-004,2026-08-04T11:00:00,26.68,148.98,70.65,31.1,Medido
MED-0669,ATV-005,2026-08-04T11:00:00,182.81,240.79,98.73,30.2,Medido
MED-0670,ATV-006,2026-08-04T11:00:00,91.03,126.79,99.44,28.4,Medido
MED-0671,ATV-007,2026-08-04T11:00:00,208.93,280.98,99.7,25.4,Medido
MED-0672,ATV-008,2026-08-04T11:00:00,18.03,179.45,73.93,25.8,Medido
MED-0673,ATV-001,2026-08-04T12:00:00,106.02,116.77,97.29,31.4,Medido
MED-0674,ATV-002,2026-08-04T12:00:00,40.28,158.69,71.22,29.3,Medido
MED-0675,ATV-003,2026-08-04T12:00:00,167.52,213.08,95.78,30.6,Medido
MED-0676,ATV-004,2026-08-04T12:00:00,24.93,148.98,70.65,32.7,Medido
MED-0677,ATV-005,2026-08-04T12:00:00,183.23,240.79,98.73,31.7,Medido
MED-0678,ATV-006,2026-08-04T12:00:00,94.24,126.79,99.44,30.0,Medido
MED-0679,ATV-007,2026-08-04T12:00:00,209.41,280.98,99.7,27.0,Medido
MED-0680,ATV-008,2026-08-04T12:00:00,18.72,179.45,73.93,27.4,Medido
MED-0681,ATV-001,2026-08-04T13:00:00,102.41,116.77,97.29,32.4,Medido
MED-0682,ATV-002,2026-08-04T13:00:00,38.49,158.69,71.22,30.3,Medido
MED-0683,ATV-003,2026-08-04T13:00:00,167.86,213.08,95.78,31.6,Medido
MED-0684,ATV-004,2026-08-04T13:00:00,23.26,148.98,70.65,33.7,Medido
MED-0685,ATV-005,2026-08-04T13:00:00,183.59,240.79,98.73,32.7,Medido
MED-0686,ATV-006,2026-08-04T13:00:00,91.03,126.79,99.44,31.0,Medido
MED-0687,ATV-007,2026-08-04T13:00:00,209.82,280.98,99.7,28.0,Medido
MED-0688,ATV-008,2026-08-04T13:00:00,19.66,179.45,73.93,28.4,Medido
MED-0689,ATV-001,2026-08-04T14:00:00,91.82,116.77,97.29,32.7,Medido
MED-0690,ATV-002,2026-08-04T14:00:00,36.57,158.69,71.22,30.6,Medido
MED-0691,ATV-003,2026-08-04T14:00:00,168.14,213.08,95.78,32.0,Medido
MED-0692,ATV-004,2026-08-04T14:00:00,21.69,148.98,70.65,34.0,Medido
MED-0693,ATV-005,2026-08-04T14:00:00,183.91,240.79,98.73,33.1,Medido
MED-0694,ATV-006,2026-08-04T14:00:00,81.61,126.79,99.44,31.3,Medido
MED-0695,ATV-007,2026-08-04T14:00:00,210.18,280.98,99.7,28.3,Medido
MED-0696,ATV-008,2026-08-04T14:00:00,20.84,179.45,73.93,28.7,Medido
MED-0697,ATV-001,2026-08-04T15:00:00,74.97,116.77,97.29,32.4,Medido
MED-0698,ATV-002,2026-08-04T15:00:00,34.57,158.69,71.22,30.3,Medido
MED-0699,ATV-003,2026-08-04T15:00:00,168.38,213.08,95.78,31.6,Medido
MED-0700,ATV-004,2026-08-04T15:00:00,20.26,148.98,70.65,33.7,Medido
MED-0701,ATV-005,2026-08-04T15:00:00,184.16,240.79,98.73,32.7,Medido
MED-0702,ATV-006,2026-08-04T15:00:00,66.64,126.79,99.44,31.0,Medido
MED-0703,ATV-007,2026-08-04T15:00:00,210.47,280.98,99.7,28.0,Medido
MED-0704,ATV-008,2026-08-04T15:00:00,22.23,179.45,73.93,28.4,Estimado
MED-0705,ATV-001,2026-08-04T16:00:00,53.01,116.77,97.29,31.4,Medido
MED-0706,ATV-002,2026-08-04T16:00:00,32.53,158.69,71.22,29.3,Medido
MED-0707,ATV-003,2026-08-04T16:00:00,168.56,213.08,95.78,30.6,Medido
MED-0708,ATV-004,2026-08-04T16:00:00,19.0,148.98,70.65,32.7,Medido
MED-0709,ATV-005,2026-08-04T16:00:00,184.36,240.79,98.73,31.7,Medido
MED-0710,ATV-006,2026-08-04T16:00:00,47.12,126.79,99.44,30.0,Medido
MED-0711,ATV-007,2026-08-04T16:00:00,210.7,280.98,99.7,27.0,Estimado
MED-0712,ATV-008,2026-08-04T16:00:00,23.8,179.45,73.93,27.4,Medido
MED-0713,ATV-001,2026-08-04T17:00:00,27.44,116.77,97.29,29.8,Medido
MED-0714,ATV-002,2026-08-04T17:00:00,30.49,158.69,71.22,27.7,Medido
MED-0715,ATV-003,2026-08-04T17:00:00,168.69,213.08,95.78,29.1,Medido
MED-0716,ATV-004,2026-08-04T17:00:00,17.93,148.98,70.65,31.1,Medido
MED-0717,ATV-005,2026-08-04T17:00:00,184.5,240.79,98.73,30.2,Medido
MED-0718,ATV-006,2026-08-04T17:00:00,24.39,126.79,99.44,28.4,Estimado
MED-0719,ATV-007,2026-08-04T17:00:00,210.86,280.98,99.7,25.4,Medido
MED-0720,ATV-008,2026-08-04T17:00:00,25.52,179.45,73.93,25.8,Medido
MED-0721,ATV-001,2026-08-04T18:00:00,3.6,116.77,97.29,27.7,Medido
MED-0722,ATV-002,2026-08-04T18:00:00,28.5,158.69,71.22,25.6,Medido
MED-0723,ATV-003,2026-08-04T18:00:00,168.76,213.08,95.78,27.0,Medido
MED-0724,ATV-004,2026-08-04T18:00:00,17.07,148.98,70.65,29.0,Medido
MED-0725,ATV-005,2026-08-04T18:00:00,184.58,240.79,98.73,28.1,Estimado
MED-0726,ATV-006,2026-08-04T18:00:00,3.2,126.79,99.44,26.3,Medido
MED-0727,ATV-007,2026-08-04T18:00:00,210.95,280.98,99.7,23.3,Medido
MED-0728,ATV-008,2026-08-04T18:00:00,27.36,179.45,73.93,23.7,Medido
MED-0729,ATV-001,2026-08-04T19:00:00,3.6,116.77,97.29,25.3,Medido
MED-0730,ATV-002,2026-08-04T19:00:00,26.58,158.69,71.22,23.2,Medido
MED-0731,ATV-003,2026-08-04T19:00:00,168.78,213.08,95.78,24.6,Medido
MED-0732,ATV-004,2026-08-04T19:00:00,16.45,148.98,70.65,26.6,Estimado
MED-0733,ATV-005,2026-08-04T19:00:00,184.6,240.79,98.73,25.7,Medido
MED-0734,ATV-006,2026-08-04T19:00:00,3.2,126.79,99.44,23.9,Medido
MED-0735,ATV-007,2026-08-04T19:00:00,210.98,280.98,99.7,20.9,Medido
MED-0736,ATV-008,2026-08-04T19:00:00,29.27,179.45,73.93,21.3,Medido
MED-0737,ATV-001,2026-08-04T20:00:00,3.6,116.77,97.29,22.7,Medido
MED-0738,ATV-002,2026-08-04T20:00:00,24.79,158.69,71.22,20.6,Medido
MED-0739,ATV-003,2026-08-04T20:00:00,168.75,213.08,95.78,22.0,Estimado
MED-0740,ATV-004,2026-08-04T20:00:00,16.07,148.98,70.65,24.0,Medido
MED-0741,ATV-005,2026-08-04T20:00:00,184.57,240.79,98.73,23.1,Medido
MED-0742,ATV-006,2026-08-04T20:00:00,3.2,126.79,99.44,21.3,Medido
MED-0743,ATV-007,2026-08-04T20:00:00,210.93,280.98,99.7,18.3,Medido
MED-0744,ATV-008,2026-08-04T20:00:00,31.23,179.45,73.93,18.7,Medido
MED-0745,ATV-001,2026-08-04T21:00:00,3.6,116.77,97.29,20.1,Medido
MED-0746,ATV-002,2026-08-04T21:00:00,23.15,158.69,71.22,18.0,Estimado
MED-0747,ATV-003,2026-08-04T21:00:00,168.66,213.08,95.78,19.4,Medido
MED-0748,ATV-004,2026-08-04T21:00:00,15.95,148.98,70.65,21.4,Medido
MED-0749,ATV-005,2026-08-04T21:00:00,184.47,240.79,98.73,20.5,Medido
MED-0750,ATV-006,2026-08-04T21:00:00,3.2,126.79,99.44,18.7,Medido
MED-0751,ATV-007,2026-08-04T21:00:00,210.82,280.98,99.7,15.7,Medido
MED-0752,ATV-008,2026-08-04T21:00:00,33.18,179.45,73.93,16.2,Medido
MED-0753,ATV-001,2026-08-04T22:00:00,3.6,96.18,97.29,17.7,Estimado
MED-0754,ATV-002,2026-08-04T22:00:00,21.71,131.25,71.22,15.6,Medido
MED-0755,ATV-003,2026-08-04T22:00:00,168.51,176.49,95.78,17.0,Medido
MED-0756,ATV-004,2026-08-04T22:00:00,16.08,124.96,70.65,19.0,Medido
MED-0757,ATV-005,2026-08-04T22:00:00,184.31,200.77,98.73,18.1,Medido
MED-0758,ATV-006,2026-08-04T22:00:00,3.2,108.5,99.44,16.3,Medido
MED-0759,ATV-007,2026-08-04T22:00:00,210.64,235.24,99.7,13.3,Medido
MED-0760,ATV-008,2026-08-04T22:00:00,35.1,153.15,73.93,13.7,Medido
MED-0761,ATV-001,2026-08-04T23:00:00,3.6,96.18,97.29,15.6,Medido
MED-0762,ATV-002,2026-08-04T23:00:00,20.49,131.25,71.22,13.5,Medido
MED-0763,ATV-003,2026-08-04T23:00:00,168.31,176.49,95.78,14.9,Medido
MED-0764,ATV-004,2026-08-04T23:00:00,16.46,124.96,70.65,16.9,Medido
MED-0765,ATV-005,2026-08-04T23:00:00,184.09,200.77,98.73,16.0,Medido
MED-0766,ATV-006,2026-08-04T23:00:00,3.2,108.5,99.44,14.3,Medido
MED-0767,ATV-007,2026-08-04T23:00:00,210.39,235.24,99.7,11.2,Medido
MED-0768,ATV-008,2026-08-04T23:00:00,36.93,153.15,73.93,11.7,Medido
MED-0769,ATV-001,2026-08-05T00:00:00,3.6,102.13,96.45,14.0,Medido
MED-0770,ATV-002,2026-08-05T00:00:00,33.58,139.17,70.32,11.9,Medido
MED-0771,ATV-003,2026-08-05T00:00:00,127.36,187.06,95.66,13.3,Medido
MED-0772,ATV-004,2026-08-05T00:00:00,31.65,131.9,71.41,15.3,Medido
MED-0773,ATV-005,2026-08-05T00:00:00,139.3,212.33,99.67,14.4,Medido
MED-0774,ATV-006,2026-08-05T00:00:00,3.2,113.78,99.7,12.7,Medido
MED-0775,ATV-007,2026-08-05T00:00:00,159.2,248.45,99.7,9.6,Medido
MED-0776,ATV-008,2026-08-05T00:00:00,21.14,160.74,72.96,10.1,Medido
MED-0777,ATV-001,2026-08-05T01:00:00,3.6,102.13,96.45,13.1,Medido
MED-0778,ATV-002,2026-08-05T01:00:00,34.53,139.17,70.32,10.9,Medido
MED-0779,ATV-003,2026-08-05T01:00:00,127.87,187.06,95.66,12.3,Medido
MED-0780,ATV-004,2026-08-05T01:00:00,31.36,131.9,71.41,14.3,Medido
MED-0781,ATV-005,2026-08-05T01:00:00,139.86,212.33,99.67,13.4,Medido
MED-0782,ATV-006,2026-08-05T01:00:00,3.2,113.78,99.7,11.7,Medido
MED-0783,ATV-007,2026-08-05T01:00:00,159.84,248.45,99.7,8.6,Medido
MED-0784,ATV-008,2026-08-05T01:00:00,19.72,160.74,72.96,9.1,Medido
MED-0785,ATV-001,2026-08-05T02:00:00,3.6,102.13,96.45,12.7,Medido
MED-0786,ATV-002,2026-08-05T02:00:00,35.29,139.17,70.32,10.6,Medido
MED-0787,ATV-003,2026-08-05T02:00:00,128.38,187.06,95.66,12.0,Medido
MED-0788,ATV-004,2026-08-05T02:00:00,30.87,131.9,71.41,14.0,Medido
MED-0789,ATV-005,2026-08-05T02:00:00,140.42,212.33,99.67,13.1,Medido
MED-0790,ATV-006,2026-08-05T02:00:00,3.2,113.78,99.7,11.3,Medido
MED-0791,ATV-007,2026-08-05T02:00:00,160.48,248.45,99.7,8.3,Medido
MED-0792,ATV-008,2026-08-05T02:00:00,18.39,160.74,72.96,8.7,Medido
MED-0793,ATV-001,2026-08-05T03:00:00,3.6,102.13,96.45,13.1,Medido
MED-0794,ATV-002,2026-08-05T03:00:00,35.84,139.17,70.32,10.9,Medido
MED-0795,ATV-003,2026-08-05T03:00:00,128.88,187.06,95.66,12.3,Medido
MED-0796,ATV-004,2026-08-05T03:00:00,30.21,131.9,71.41,14.3,Medido
MED-0797,ATV-005,2026-08-05T03:00:00,140.96,212.33,99.67,13.4,Medido
MED-0798,ATV-006,2026-08-05T03:00:00,3.2,113.78,99.7,11.7,Medido
MED-0799,ATV-007,2026-08-05T03:00:00,161.1,248.45,99.7,8.6,Medido
MED-0800,ATV-008,2026-08-05T03:00:00,17.18,160.74,72.96,9.1,Medido
MED-0801,ATV-001,2026-08-05T04:00:00,3.6,102.13,96.45,14.0,Medido
MED-0802,ATV-002,2026-08-05T04:00:00,36.18,139.17,70.32,11.9,Medido
MED-0803,ATV-003,2026-08-05T04:00:00,129.37,187.06,95.66,13.3,Medido
MED-0804,ATV-004,2026-08-05T04:00:00,29.38,131.9,71.41,15.3,Medido
MED-0805,ATV-005,2026-08-05T04:00:00,141.5,212.33,99.67,14.4,Medido
MED-0806,ATV-006,2026-08-05T04:00:00,3.2,113.78,99.7,12.7,Medido
MED-0807,ATV-007,2026-08-05T04:00:00,161.72,248.45,99.7,9.6,Medido
MED-0808,ATV-008,2026-08-05T04:00:00,16.11,160.74,72.96,10.1,Medido
MED-0809,ATV-001,2026-08-05T05:00:00,3.6,102.13,96.45,15.6,Medido
MED-0810,ATV-002,2026-08-05T05:00:00,36.29,139.17,70.32,13.5,Medido
MED-0811,ATV-003,2026-08-05T05:00:00,129.85,187.06,95.66,14.9,Medido
MED-0812,ATV-004,2026-08-05T05:00:00,28.4,131.9,71.41,16.9,Medido
MED-0813,ATV-005,2026-08-05T05:00:00,142.02,212.33,99.67,16.0,Medido
MED-0814,ATV-006,2026-08-05T05:00:00,3.2,113.78,99.7,14.3,Medido
MED-0815,ATV-007,2026-08-05T05:00:00,162.31,248.45,99.7,11.2,Medido
MED-0816,ATV-008,2026-08-05T05:00:00,15.2,160.74,72.96,11.7,Medido
MED-0817,ATV-001,2026-08-05T06:00:00,3.6,102.13,96.45,17.7,Medido
MED-0818,ATV-002,2026-08-05T06:00:00,36.17,139.17,70.32,15.6,Medido
MED-0819,ATV-003,2026-08-05T06:00:00,130.31,187.06,95.66,17.0,Medido
MED-0820,ATV-004,2026-08-05T06:00:00,27.29,131.9,71.41,19.0,Medido
MED-0821,ATV-005,2026-08-05T06:00:00,142.52,212.33,99.67,18.1,Medido
MED-0822,ATV-006,2026-08-05T06:00:00,3.2,113.78,99.7,16.3,Medido
MED-0823,ATV-007,2026-08-05T06:00:00,162.88,248.45,99.7,13.3,Medido
MED-0824,ATV-008,2026-08-05T06:00:00,14.48,160.74,72.96,13.7,Medido
MED-0825,ATV-001,2026-08-05T07:00:00,21.24,102.13,96.45,20.1,Medido
MED-0826,ATV-002,2026-08-05T07:00:00,35.84,139.17,70.32,18.0,Medido
MED-0827,ATV-003,2026-08-05T07:00:00,130.75,187.06,95.66,19.4,Medido
MED-0828,ATV-004,2026-08-05T07:00:00,26.07,131.9,71.41,21.4,Medido
MED-0829,ATV-005,2026-08-05T07:00:00,143.0,212.33,99.67,20.5,Medido
MED-0830,ATV-006,2026-08-05T07:00:00,18.88,113.78,99.7,18.7,Medido
MED-0831,ATV-007,2026-08-05T07:00:00,163.43,248.45,99.7,15.7,Medido
MED-0832,ATV-008,2026-08-05T07:00:00,13.95,160.74,72.96,16.2,Medido
MED-0833,ATV-001,2026-08-05T08:00:00,41.04,124.04,96.45,22.7,Medido
MED-0834,ATV-002,2026-08-05T08:00:00,35.28,168.39,70.32,20.6,Medido
MED-0835,ATV-003,2026-08-05T08:00:00,131.16,226.02,95.66,22.0,Medido
MED-0836,ATV-004,2026-08-05T08:00:00,24.77,157.47,71.41,24.0,Medido
MED-0837,ATV-005,2026-08-05T08:00:00,143.46,254.94,99.67,23.1,Medido
MED-0838,ATV-006,2026-08-05T08:00:00,36.48,133.26,99.7,21.3,Medido
MED-0839,ATV-007,2026-08-05T08:00:00,163.95,297.15,99.7,18.3,Medido
MED-0840,ATV-008,2026-08-05T08:00:00,13.63,188.75,72.96,18.7,Medido
MED-0841,ATV-001,2026-08-05T09:00:00,58.04,124.04,96.45,25.3,Medido
MED-0842,ATV-002,2026-08-05T09:00:00,34.52,168.39,70.32,23.2,Medido
MED-0843,ATV-003,2026-08-05T09:00:00,131.55,226.02,95.66,24.6,Medido
MED-0844,ATV-004,2026-08-05T09:00:00,23.42,157.47,71.41,26.6,Medido
MED-0845,ATV-005,2026-08-05T09:00:00,143.88,254.94,99.67,25.7,Medido
MED-0846,ATV-006,2026-08-05T09:00:00,51.59,133.26,99.7,23.9,Medido
MED-0847,ATV-007,2026-08-05T09:00:00,164.44,297.15,99.7,20.9,Medido
MED-0848,ATV-008,2026-08-05T09:00:00,13.52,188.75,72.96,21.3,Medido
MED-0849,ATV-001,2026-08-05T10:00:00,71.08,124.04,96.45,27.7,Medido
MED-0850,ATV-002,2026-08-05T10:00:00,33.57,168.39,70.32,25.6,Medido
MED-0851,ATV-003,2026-08-05T10:00:00,131.91,226.02,95.66,27.0,Medido
MED-0852,ATV-004,2026-08-05T10:00:00,22.04,157.47,71.41,29.0,Medido
MED-0853,ATV-005,2026-08-05T10:00:00,144.28,254.94,99.67,28.1,Medido
MED-0854,ATV-006,2026-08-05T10:00:00,63.19,133.26,99.7,26.3,Medido
MED-0855,ATV-007,2026-08-05T10:00:00,164.89,297.15,99.7,23.3,Medido
MED-0856,ATV-008,2026-08-05T10:00:00,13.64,188.75,72.96,23.7,Estimado
MED-0857,ATV-001,2026-08-05T11:00:00,79.28,124.04,96.45,29.8,Medido
MED-0858,ATV-002,2026-08-05T11:00:00,32.45,168.39,70.32,27.7,Medido
MED-0859,ATV-003,2026-08-05T11:00:00,132.24,226.02,95.66,29.1,Medido
MED-0860,ATV-004,2026-08-05T11:00:00,20.66,157.47,71.41,31.1,Medido
MED-0861,ATV-005,2026-08-05T11:00:00,144.63,254.94,99.67,30.2,Medido
MED-0862,ATV-006,2026-08-05T11:00:00,70.47,133.26,99.7,28.4,Medido
MED-0863,ATV-007,2026-08-05T11:00:00,165.3,297.15,99.7,25.4,Estimado
MED-0864,ATV-008,2026-08-05T11:00:00,13.96,188.75,72.96,25.8,Medido
MED-0865,ATV-001,2026-08-05T12:00:00,82.08,124.04,96.45,31.4,Medido
MED-0866,ATV-002,2026-08-05T12:00:00,31.18,168.39,70.32,29.3,Medido
MED-0867,ATV-003,2026-08-05T12:00:00,132.53,226.02,95.66,30.6,Medido
MED-0868,ATV-004,2026-08-05T12:00:00,19.3,157.47,71.41,32.7,Medido
MED-0869,ATV-005,2026-08-05T12:00:00,144.96,254.94,99.67,31.7,Medido
MED-0870,ATV-006,2026-08-05T12:00:00,72.96,133.26,99.7,30.0,Estimado
MED-0871,ATV-007,2026-08-05T12:00:00,165.66,297.15,99.7,27.0,Medido
MED-0872,ATV-008,2026-08-05T12:00:00,14.49,188.75,72.96,27.4,Medido
MED-0873,ATV-001,2026-08-05T13:00:00,79.28,124.04,96.45,32.4,Medido
MED-0874,ATV-002,2026-08-05T13:00:00,29.8,168.39,70.32,30.3,Medido
MED-0875,ATV-003,2026-08-05T13:00:00,132.79,226.02,95.66,31.6,Medido
MED-0876,ATV-004,2026-08-05T13:00:00,18.01,157.47,71.41,33.7,Medido
MED-0877,ATV-005,2026-08-05T13:00:00,145.24,254.94,99.67,32.7,Estimado
MED-0878,ATV-006,2026-08-05T13:00:00,70.47,133.26,99.7,31.0,Medido
MED-0879,ATV-007,2026-08-05T13:00:00,165.99,297.15,99.7,28.0,Medido
MED-0880,ATV-008,2026-08-05T13:00:00,15.22,188.75,72.96,28.4,Medido
MED-0881,ATV-001,2026-08-05T14:00:00,71.08,124.04,96.45,32.7,Medido
MED-0882,ATV-002,2026-08-05T14:00:00,28.31,168.39,70.32,30.6,Medido
MED-0883,ATV-003,2026-08-05T14:00:00,133.01,226.02,95.66,32.0,Medido
MED-0884,ATV-004,2026-08-05T14:00:00,16.79,157.47,71.41,34.0,Estimado
MED-0885,ATV-005,2026-08-05T14:00:00,145.48,254.94,99.67,33.1,Medido
MED-0886,ATV-006,2026-08-05T14:00:00,63.19,133.26,99.7,31.3,Medido
MED-0887,ATV-007,2026-08-05T14:00:00,166.26,297.15,99.7,28.3,Medido
MED-0888,ATV-008,2026-08-05T14:00:00,16.13,188.75,72.96,28.7,Medido
MED-0889,ATV-001,2026-08-05T15:00:00,58.04,124.04,96.45,32.4,Medido
MED-0890,ATV-002,2026-08-05T15:00:00,26.76,168.39,70.32,30.3,Medido
MED-0891,ATV-003,2026-08-05T15:00:00,133.19,226.02,95.66,31.6,Estimado
MED-0892,ATV-004,2026-08-05T15:00:00,15.69,157.47,71.41,33.7,Medido
MED-0893,ATV-005,2026-08-05T15:00:00,145.68,254.94,99.67,32.7,Medido
MED-0894,ATV-006,2026-08-05T15:00:00,51.59,133.26,99.7,31.0,Medido
MED-0895,ATV-007,2026-08-05T15:00:00,166.49,297.15,99.7,28.0,Medido
MED-0896,ATV-008,2026-08-05T15:00:00,17.21,188.75,72.96,28.4,Medido
MED-0897,ATV-001,2026-08-05T16:00:00,41.04,124.04,96.45,31.4,Medido
MED-0898,ATV-002,2026-08-05T16:00:00,25.19,168.39,70.32,29.3,Estimado
MED-0899,ATV-003,2026-08-05T16:00:00,133.33,226.02,95.66,30.6,Medido
MED-0900,ATV-004,2026-08-05T16:00:00,14.71,157.47,71.41,32.7,Medido
MED-0901,ATV-005,2026-08-05T16:00:00,145.83,254.94,99.67,31.7,Medido
MED-0902,ATV-006,2026-08-05T16:00:00,36.48,133.26,99.7,30.0,Medido
MED-0903,ATV-007,2026-08-05T16:00:00,166.67,297.15,99.7,27.0,Medido
MED-0904,ATV-008,2026-08-05T16:00:00,18.43,188.75,72.96,27.4,Medido
MED-0905,ATV-001,2026-08-05T17:00:00,21.24,124.04,96.45,29.8,Estimado
MED-0906,ATV-002,2026-08-05T17:00:00,23.61,168.39,70.32,27.7,Medido
MED-0907,ATV-003,2026-08-05T17:00:00,133.43,226.02,95.66,29.1,Medido
MED-0908,ATV-004,2026-08-05T17:00:00,13.88,157.47,71.41,31.1,Medido
MED-0909,ATV-005,2026-08-05T17:00:00,145.94,254.94,99.67,30.2,Medido
MED-0910,ATV-006,2026-08-05T17:00:00,18.88,133.26,99.7,28.4,Medido
MED-0911,ATV-007,2026-08-05T17:00:00,166.79,297.15,99.7,25.4,Medido
MED-0912,ATV-008,2026-08-05T17:00:00,19.76,188.75,72.96,25.8,Medido
MED-0913,ATV-001,2026-08-05T18:00:00,3.6,124.04,96.45,27.7,Medido
MED-0914,ATV-002,2026-08-05T18:00:00,22.06,168.39,70.32,25.6,Medido
MED-0915,ATV-003,2026-08-05T18:00:00,133.49,226.02,95.66,27.0,Medido
MED-0916,ATV-004,2026-08-05T18:00:00,13.22,157.47,71.41,29.0,Medido
MED-0917,ATV-005,2026-08-05T18:00:00,146.01,254.94,99.67,28.1,Medido
MED-0918,ATV-006,2026-08-05T18:00:00,3.2,133.26,99.7,26.3,Medido
MED-0919,ATV-007,2026-08-05T18:00:00,166.86,297.15,99.7,23.3,Medido
MED-0920,ATV-008,2026-08-05T18:00:00,21.18,188.75,72.96,23.7,Medido
MED-0921,ATV-001,2026-08-05T19:00:00,3.6,124.04,96.45,25.3,Medido
MED-0922,ATV-002,2026-08-05T19:00:00,20.58,168.39,70.32,23.2,Medido
MED-0923,ATV-003,2026-08-05T19:00:00,133.51,226.02,95.66,24.6,Medido
MED-0924,ATV-004,2026-08-05T19:00:00,12.74,157.47,71.41,26.6,Medido
MED-0925,ATV-005,2026-08-05T19:00:00,146.02,254.94,99.67,25.7,Medido
MED-0926,ATV-006,2026-08-05T19:00:00,3.2,133.26,99.7,23.9,Medido
MED-0927,ATV-007,2026-08-05T19:00:00,166.88,297.15,99.7,20.9,Medido
MED-0928,ATV-008,2026-08-05T19:00:00,22.66,188.75,72.96,21.3,Medido
MED-0929,ATV-001,2026-08-05T20:00:00,3.6,124.04,96.45,22.7,Medido
MED-0930,ATV-002,2026-08-05T20:00:00,19.19,168.39,70.32,20.6,Medido
MED-0931,ATV-003,2026-08-05T20:00:00,133.48,226.02,95.66,22.0,Medido
MED-0932,ATV-004,2026-08-05T20:00:00,12.44,157.47,71.41,24.0,Medido
MED-0933,ATV-005,2026-08-05T20:00:00,145.99,254.94,99.67,23.1,Medido
MED-0934,ATV-006,2026-08-05T20:00:00,3.2,133.26,99.7,21.3,Medido
MED-0935,ATV-007,2026-08-05T20:00:00,166.85,297.15,99.7,18.3,Medido
MED-0936,ATV-008,2026-08-05T20:00:00,24.18,188.75,72.96,18.7,Medido
MED-0937,ATV-001,2026-08-05T21:00:00,3.6,124.04,96.45,20.1,Medido
MED-0938,ATV-002,2026-08-05T21:00:00,17.93,168.39,70.32,18.0,Medido
MED-0939,ATV-003,2026-08-05T21:00:00,133.41,226.02,95.66,19.4,Medido
MED-0940,ATV-004,2026-08-05T21:00:00,12.35,157.47,71.41,21.4,Medido
MED-0941,ATV-005,2026-08-05T21:00:00,145.91,254.94,99.67,20.5,Medido
MED-0942,ATV-006,2026-08-05T21:00:00,3.2,133.26,99.7,18.7,Medido
MED-0943,ATV-007,2026-08-05T21:00:00,166.76,297.15,99.7,15.7,Medido
MED-0944,ATV-008,2026-08-05T21:00:00,25.69,188.75,72.96,16.2,Medido
MED-0945,ATV-001,2026-08-05T22:00:00,3.6,102.13,96.45,17.7,Medido
MED-0946,ATV-002,2026-08-05T22:00:00,16.81,139.17,70.32,15.6,Medido
MED-0947,ATV-003,2026-08-05T22:00:00,133.3,187.06,95.66,17.0,Medido
MED-0948,ATV-004,2026-08-05T22:00:00,12.45,131.9,71.41,19.0,Medido
MED-0949,ATV-005,2026-08-05T22:00:00,145.79,212.33,99.67,18.1,Medido
MED-0950,ATV-006,2026-08-05T22:00:00,3.2,113.78,99.7,16.3,Medido
MED-0951,ATV-007,2026-08-05T22:00:00,166.62,248.45,99.7,13.3,Medido
MED-0952,ATV-008,2026-08-05T22:00:00,27.17,160.74,72.96,13.7,Medido
MED-0953,ATV-001,2026-08-05T23:00:00,3.6,102.13,96.45,15.6,Medido
MED-0954,ATV-002,2026-08-05T23:00:00,15.86,139.17,70.32,13.5,Medido
MED-0955,ATV-003,2026-08-05T23:00:00,133.14,187.06,95.66,14.9,Medido
MED-0956,ATV-004,2026-08-05T23:00:00,12.75,131.9,71.41,16.9,Medido
MED-0957,ATV-005,2026-08-05T23:00:00,145.62,212.33,99.67,16.0,Medido
MED-0958,ATV-006,2026-08-05T23:00:00,3.2,113.78,99.7,14.3,Medido
MED-0959,ATV-007,2026-08-05T23:00:00,166.43,248.45,99.7,11.2,Medido
MED-0960,ATV-008,2026-08-05T23:00:00,28.59,160.74,72.96,11.7,Medido
MED-0961,ATV-001,2026-08-06T00:00:00,3.6,97.88,95.46,14.0,Medido
MED-0962,ATV-002,2026-08-06T00:00:00,141.93,133.51,80.71,11.9,Medido
MED-0963,ATV-003,2026-08-06T00:00:00,190.57,179.51,95.99,13.3,Medido
MED-0964,ATV-004,2026-08-06T00:00:00,133.77,126.95,83.38,15.3,Medido
MED-0965,ATV-005,2026-08-06T00:00:00,114.64,204.08,86.39,14.4,Medido
